USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
24.10.2000;5.615;23.10.2000;5.653;23.10.2000;5.134;23.10.2000;5.204;24.10.2000;5.346;24.10.2000;5.61
25.10.2000;5.684;24.10.2000;5.673;24.10.2000;5.139;24.10.2000;5.206;25.10.2000;5.396;25.10.2000;5.644
26.10.2000;5.69;25.10.2000;5.734;25.10.2000;5.147;25.10.2000;5.249;26.10.2000;5.377;26.10.2000;5.621
27.10.2000;5.713;26.10.2000;5.754;26.10.2000;5.152;26.10.2000;5.232;27.10.2000;5.356;27.10.2000;5.602
30.10.2000;5.732;27.10.2000;5.789;27.10.2000;5.193;27.10.2000;5.209;30.10.2000;5.359;30.10.2000;5.598
31.10.2000;5.751;30.10.2000;5.788;30.10.2000;5.177;30.10.2000;5.217;31.10.2000;5.36;31.10.2000;5.597
01.11.2000;5.742;31.10.2000;5.812;31.10.2000;5.161;31.10.2000;5.215;01.11.2000;5.34;01.11.2000;5.576
02.11.2000;5.738;01.11.2000;5.811;01.11.2000;5.163;01.11.2000;5.197;02.11.2000;5.347;02.11.2000;5.593
03.11.2000;5.827;02.11.2000;5.799;02.11.2000;5.149;02.11.2000;5.209;03.11.2000;5.326;03.11.2000;5.603
06.11.2000;5.855;03.11.2000;5.85;03.11.2000;5.14;03.11.2000;5.212;06.11.2000;5.338;06.11.2000;5.615
07.11.2000;5.866;06.11.2000;5.858;06.11.2000;5.145;06.11.2000;5.227;07.11.2000;5.351;07.11.2000;5.626
08.11.2000;5.855;07.11.2000;5.848;07.11.2000;5.168;07.11.2000;5.238;08.11.2000;5.367;08.11.2000;5.628
09.11.2000;5.825;08.11.2000;5.86;08.11.2000;5.171;08.11.2000;5.248;09.11.2000;5.36;09.11.2000;5.607
10.11.2000;5.783;09.11.2000;5.849;09.11.2000;5.155;09.11.2000;5.227;10.11.2000;5.352;10.11.2000;5.593
13.11.2000;5.766;10.11.2000;5.803;10.11.2000;5.132;10.11.2000;5.218;13.11.2000;5.315;13.11.2000;5.555
14.11.2000;5.755;13.11.2000;5.784;13.11.2000;5.096;13.11.2000;5.184;14.11.2000;5.317;14.11.2000;5.57
15.11.2000;5.711;14.11.2000;5.789;14.11.2000;5.114;14.11.2000;5.186;15.11.2000;5.313;15.11.2000;5.58
16.11.2000;5.669;15.11.2000;5.76;15.11.2000;5.101;15.11.2000;5.197;16.11.2000;5.298;16.11.2000;5.559
17.11.2000;5.704;16.11.2000;5.7;16.11.2000;5.07;16.11.2000;5.18;17.11.2000;5.303;17.11.2000;5.559
20.11.2000;5.677;17.11.2000;5.723;17.11.2000;5.084;17.11.2000;5.185;20.11.2000;5.291;20.11.2000;5.55
21.11.2000;5.652;20.11.2000;5.72;20.11.2000;5.089;20.11.2000;5.172;21.11.2000;5.302;21.11.2000;5.559
22.11.2000;5.624;21.11.2000;5.711;21.11.2000;5.067;21.11.2000;5.185;22.11.2000;5.247;22.11.2000;5.509
23.11.2000;5.612;22.11.2000;5.656;22.11.2000;4.972;22.11.2000;5.135;23.11.2000;5.249;23.11.2000;5.511
24.11.2000;5.624;23.11.2000;5.665;23.11.2000;4.93;23.11.2000;5.134;24.11.2000;5.241;24.11.2000;5.492
27.11.2000;5.624;24.11.2000;5.646;24.11.2000;4.939;24.11.2000;5.12;27.11.2000;5.235;27.11.2000;5.497
28.11.2000;5.582;27.11.2000;5.639;27.11.2000;4.898;27.11.2000;5.119;28.11.2000;5.197;28.11.2000;5.462
29.11.2000;5.524;28.11.2000;5.591;28.11.2000;4.889;28.11.2000;5.077;29.11.2000;5.195;29.11.2000;5.455
30.11.2000;5.468;29.11.2000;5.538;29.11.2000;4.913;29.11.2000;5.072;30.11.2000;5.117;30.11.2000;5.37
01.12.2000;5.503;30.11.2000;5.503;30.11.2000;4.881;30.11.2000;5;01.12.2000;5.117;01.12.2000;5.372
04.12.2000;5.551;01.12.2000;5.531;01.12.2000;4.87;01.12.2000;4.998;04.12.2000;5.07;04.12.2000;5.351
05.12.2000;5.418;04.12.2000;5.567;04.12.2000;4.85;04.12.2000;4.943;05.12.2000;5.067;05.12.2000;5.337
06.12.2000;5.326;05.12.2000;5.479;05.12.2000;4.859;05.12.2000;4.944;06.12.2000;5.048;06.12.2000;5.309
07.12.2000;5.309;06.12.2000;5.418;06.12.2000;4.849;06.12.2000;4.93;07.12.2000;5.07;07.12.2000;5.312
08.12.2000;5.299;07.12.2000;5.391;07.12.2000;4.863;07.12.2000;4.945;08.12.2000;5.089;08.12.2000;5.326
11.12.2000;5.362;08.12.2000;5.401;08.12.2000;4.913;08.12.2000;4.958;11.12.2000;5.096;11.12.2000;5.33
12.12.2000;5.346;11.12.2000;5.426;11.12.2000;4.912;11.12.2000;4.967;12.12.2000;5.111;12.12.2000;5.356
13.12.2000;5.258;12.12.2000;5.45;12.12.2000;4.941;12.12.2000;4.986;13.12.2000;5.051;13.12.2000;5.308
14.12.2000;5.213;13.12.2000;5.4;13.12.2000;4.896;13.12.2000;4.935;14.12.2000;5.035;14.12.2000;5.276
15.12.2000;5.18;14.12.2000;5.392;14.12.2000;4.928;14.12.2000;4.913;15.12.2000;4.993;15.12.2000;5.24
18.12.2000;5.17;15.12.2000;5.414;15.12.2000;4.894;15.12.2000;4.874;18.12.2000;4.964;18.12.2000;5.217
19.12.2000;5.188;18.12.2000;5.371;18.12.2000;4.894;18.12.2000;4.848;19.12.2000;5.015;19.12.2000;5.273
20.12.2000;5.037;19.12.2000;5.378;19.12.2000;4.932;19.12.2000;4.883;20.12.2000;4.992;20.12.2000;5.259
21.12.2000;5.025;20.12.2000;5.318;20.12.2000;4.918;20.12.2000;4.848;21.12.2000;5.016;21.12.2000;5.275
22.12.2000;5.006;21.12.2000;5.313;21.12.2000;4.945;21.12.2000;4.868;22.12.2000;5.024;22.12.2000;5.282
25.12.2000;5.008;22.12.2000;5.304;22.12.2000;4.931;22.12.2000;4.871;25.12.2000;5.022;25.12.2000;5.275
26.12.2000;5.056;25.12.2000;5.305;25.12.2000;4.931;25.12.2000;4.866;26.12.2000;5.022;26.12.2000;5.273
27.12.2000;5.104;26.12.2000;5.305;26.12.2000;4.931;26.12.2000;4.865;27.12.2000;5.015;27.12.2000;5.278
28.12.2000;5.118;27.12.2000;5.356;27.12.2000;4.9;27.12.2000;4.863;28.12.2000;5.062;28.12.2000;5.316
29.12.2000;5.112;28.12.2000;5.391;28.12.2000;4.907;28.12.2000;4.905;29.12.2000;5.007;29.12.2000;5.263
01.01.2001;5.114;29.12.2000;5.399;29.12.2000;4.881;29.12.2000;4.851;02.01.2001;4.894;02.01.2001;5.16
02.01.2001;4.915;01.01.2001;5.398;01.01.2001;4.881;01.01.2001;4.849;03.01.2001;4.874;03.01.2001;5.128
03.01.2001;5.158;02.01.2001;5.29;02.01.2001;4.785;02.01.2001;4.739;04.01.2001;4.88;04.01.2001;5.131
04.01.2001;5.039;03.01.2001;5.429;03.01.2001;4.728;03.01.2001;4.719;05.01.2001;4.838;05.01.2001;5.091
05.01.2001;4.931;04.01.2001;5.393;04.01.2001;4.787;04.01.2001;4.73;08.01.2001;4.848;08.01.2001;5.096
08.01.2001;4.956;05.01.2001;5.321;05.01.2001;4.796;05.01.2001;4.693;09.01.2001;4.894;09.01.2001;5.136
09.01.2001;5;08.01.2001;5.351;08.01.2001;4.803;08.01.2001;4.706;10.01.2001;4.929;10.01.2001;5.177
10.01.2001;5.104;09.01.2001;5.379;09.01.2001;4.863;09.01.2001;4.75;11.01.2001;4.894;11.01.2001;5.152
11.01.2001;5.11;10.01.2001;5.417;10.01.2001;4.85;10.01.2001;4.785;12.01.2001;4.972;12.01.2001;5.215
12.01.2001;5.25;11.01.2001;5.413;11.01.2001;4.849;11.01.2001;4.76;15.01.2001;4.958;15.01.2001;5.208
15.01.2001;5.242;12.01.2001;5.452;12.01.2001;4.925;12.01.2001;4.83;16.01.2001;4.988;16.01.2001;5.232
16.01.2001;5.23;15.01.2001;5.448;15.01.2001;4.915;15.01.2001;4.821;17.01.2001;4.959;17.01.2001;5.206
17.01.2001;5.175;16.01.2001;5.454;16.01.2001;4.947;16.01.2001;4.847;18.01.2001;4.951;18.01.2001;5.189
18.01.2001;5.114;17.01.2001;5.423;17.01.2001;4.95;17.01.2001;4.822;19.01.2001;4.984;19.01.2001;5.214
19.01.2001;5.168;18.01.2001;5.39;18.01.2001;4.93;18.01.2001;4.811;22.01.2001;5.005;22.01.2001;5.238
22.01.2001;5.225;19.01.2001;5.433;19.01.2001;4.932;19.01.2001;4.844;23.01.2001;4.986;23.01.2001;5.222
23.01.2001;5.281;22.01.2001;5.467;22.01.2001;4.974;22.01.2001;4.866;24.01.2001;5.023;24.01.2001;5.26
24.01.2001;5.305;23.01.2001;5.486;23.01.2001;4.966;23.01.2001;4.846;25.01.2001;5.019;25.01.2001;5.26
25.01.2001;5.245;24.01.2001;5.513;24.01.2001;4.96;24.01.2001;4.877;26.01.2001;4.999;26.01.2001;5.236
26.01.2001;5.268;25.01.2001;5.468;25.01.2001;4.949;25.01.2001;4.878;29.01.2001;4.994;29.01.2001;5.233
29.01.2001;5.303;26.01.2001;5.461;26.01.2001;4.898;26.01.2001;4.852;30.01.2001;4.962;30.01.2001;5.208
30.01.2001;5.229;29.01.2001;5.468;29.01.2001;4.901;29.01.2001;4.848;31.01.2001;4.939;31.01.2001;5.182
31.01.2001;5.114;30.01.2001;5.453;30.01.2001;4.901;30.01.2001;4.822;01.02.2001;4.931;01.02.2001;5.17
01.02.2001;5.086;31.01.2001;5.389;31.01.2001;4.836;31.01.2001;4.797;02.02.2001;4.928;02.02.2001;5.166
02.02.2001;5.148;01.02.2001;5.375;01.02.2001;4.848;01.02.2001;4.789;05.02.2001;4.909;05.02.2001;5.149
05.02.2001;5.167;02.02.2001;5.428;02.02.2001;4.854;02.02.2001;4.787;06.02.2001;4.919;06.02.2001;5.149
06.02.2001;5.183;05.02.2001;5.413;05.02.2001;4.848;05.02.2001;4.768;07.02.2001;4.904;07.02.2001;5.147
07.02.2001;5.187;06.02.2001;5.409;06.02.2001;4.845;06.02.2001;4.774;08.02.2001;4.939;08.02.2001;5.182
08.02.2001;5.089;07.02.2001;5.408;07.02.2001;4.813;07.02.2001;4.755;09.02.2001;4.908;09.02.2001;5.156
09.02.2001;5.03;08.02.2001;5.399;08.02.2001;4.87;08.02.2001;4.796;12.02.2001;4.902;12.02.2001;5.145
12.02.2001;5.046;09.02.2001;5.371;09.02.2001;4.839;09.02.2001;4.771;13.02.2001;4.898;13.02.2001;5.145
13.02.2001;5.07;12.02.2001;5.388;12.02.2001;4.848;12.02.2001;4.764;14.02.2001;4.921;14.02.2001;5.17
14.02.2001;5.164;13.02.2001;5.423;13.02.2001;4.85;13.02.2001;4.761;15.02.2001;4.982;15.02.2001;5.231
15.02.2001;5.166;14.02.2001;5.49;14.02.2001;4.917;14.02.2001;4.784;16.02.2001;4.961;16.02.2001;5.208
16.02.2001;5.109;15.02.2001;5.499;15.02.2001;4.954;15.02.2001;4.841;19.02.2001;4.947;19.02.2001;5.196
19.02.2001;5.097;16.02.2001;5.458;16.02.2001;4.947;16.02.2001;4.818;20.02.2001;4.965;20.02.2001;5.23
20.02.2001;5.105;19.02.2001;5.448;19.02.2001;4.939;19.02.2001;4.802;21.02.2001;4.99;21.02.2001;5.252
21.02.2001;5.139;20.02.2001;5.462;20.02.2001;4.943;20.02.2001;4.818;22.02.2001;4.999;22.02.2001;5.262
22.02.2001;5.156;21.02.2001;5.46;21.02.2001;4.961;21.02.2001;4.84;23.02.2001;4.975;23.02.2001;5.236
23.02.2001;5.097;22.02.2001;5.472;22.02.2001;4.985;22.02.2001;4.852;26.02.2001;4.974;26.02.2001;5.24
26.02.2001;5.034;23.02.2001;5.444;23.02.2001;4.978;23.02.2001;4.828;27.02.2001;4.896;27.02.2001;5.176
27.02.2001;4.952;26.02.2001;5.409;26.02.2001;4.977;26.02.2001;4.83;28.02.2001;4.897;28.02.2001;5.168
28.02.2001;4.896;27.02.2001;5.338;27.02.2001;4.904;27.02.2001;4.757;01.03.2001;4.888;01.03.2001;5.166
01.03.2001;4.874;28.02.2001;5.341;28.02.2001;4.798;28.02.2001;4.754;02.03.2001;4.876;02.03.2001;5.161
02.03.2001;4.947;01.03.2001;5.319;01.03.2001;4.739;01.03.2001;4.746;05.03.2001;4.902;05.03.2001;5.183
05.03.2001;4.976;02.03.2001;5.339;02.03.2001;4.739;02.03.2001;4.735;06.03.2001;4.897;06.03.2001;5.179
06.03.2001;4.971;05.03.2001;5.347;05.03.2001;4.761;05.03.2001;4.758;07.03.2001;4.902;07.03.2001;5.179
07.03.2001;4.899;06.03.2001;5.328;06.03.2001;4.757;06.03.2001;4.751;08.03.2001;4.855;08.03.2001;5.141
08.03.2001;4.889;07.03.2001;5.279;07.03.2001;4.771;07.03.2001;4.751;09.03.2001;4.865;09.03.2001;5.145
09.03.2001;4.929;08.03.2001;5.275;08.03.2001;4.756;08.03.2001;4.709;12.03.2001;4.853;12.03.2001;5.14
12.03.2001;4.891;09.03.2001;5.281;09.03.2001;4.765;09.03.2001;4.717;13.03.2001;4.886;13.03.2001;5.17
13.03.2001;4.929;12.03.2001;5.245;12.03.2001;4.758;12.03.2001;4.708;14.03.2001;4.847;14.03.2001;5.151
14.03.2001;4.818;13.03.2001;5.288;13.03.2001;4.765;13.03.2001;4.735;15.03.2001;4.844;15.03.2001;5.156
15.03.2001;4.786;14.03.2001;5.231;14.03.2001;4.677;14.03.2001;4.697;16.03.2001;4.805;16.03.2001;5.107
16.03.2001;4.77;15.03.2001;5.202;15.03.2001;4.632;15.03.2001;4.697;19.03.2001;4.826;19.03.2001;5.129
19.03.2001;4.813;16.03.2001;5.186;16.03.2001;4.562;16.03.2001;4.665;20.03.2001;4.84;20.03.2001;5.134
20.03.2001;4.758;19.03.2001;5.205;19.03.2001;4.556;19.03.2001;4.688;21.03.2001;4.805;21.03.2001;5.097
21.03.2001;4.778;20.03.2001;5.163;20.03.2001;4.595;20.03.2001;4.699;22.03.2001;4.75;22.03.2001;5.034
22.03.2001;4.756;21.03.2001;5.193;21.03.2001;4.604;21.03.2001;4.659;23.03.2001;4.771;23.03.2001;5.055
23.03.2001;4.815;22.03.2001;5.181;22.03.2001;4.539;22.03.2001;4.603;26.03.2001;4.784;26.03.2001;5.078
26.03.2001;4.869;23.03.2001;5.248;23.03.2001;4.59;23.03.2001;4.621;27.03.2001;4.809;27.03.2001;5.1
27.03.2001;5.011;26.03.2001;5.31;26.03.2001;4.631;26.03.2001;4.639;28.03.2001;4.811;28.03.2001;5.111
28.03.2001;4.975;27.03.2001;5.435;27.03.2001;4.686;27.03.2001;4.66;29.03.2001;4.853;29.03.2001;5.137
29.03.2001;4.997;28.03.2001;5.396;28.03.2001;4.692;28.03.2001;4.666;30.03.2001;4.85;30.03.2001;5.134
30.03.2001;4.917;29.03.2001;5.436;29.03.2001;4.756;29.03.2001;4.702;02.04.2001;4.871;02.04.2001;5.147
02.04.2001;4.977;30.03.2001;5.408;30.03.2001;4.784;30.03.2001;4.705;03.04.2001;4.86;03.04.2001;5.139
03.04.2001;4.929;02.04.2001;5.502;02.04.2001;4.794;02.04.2001;4.719;04.04.2001;4.901;04.04.2001;5.181
04.04.2001;4.914;03.04.2001;5.422;03.04.2001;4.766;03.04.2001;4.711;05.04.2001;4.903;05.04.2001;5.186
05.04.2001;4.973;04.04.2001;5.396;04.04.2001;4.811;04.04.2001;4.753;06.04.2001;4.855;06.04.2001;5.132
06.04.2001;4.89;05.04.2001;5.447;05.04.2001;4.814;05.04.2001;4.756;09.04.2001;4.868;09.04.2001;5.138
09.04.2001;4.932;06.04.2001;5.382;06.04.2001;4.75;06.04.2001;4.712;10.04.2001;4.92;10.04.2001;5.178
10.04.2001;5.083;09.04.2001;5.388;09.04.2001;4.754;09.04.2001;4.721;11.04.2001;4.996;11.04.2001;5.257
11.04.2001;5.119;10.04.2001;5.488;10.04.2001;4.79;10.04.2001;4.77;12.04.2001;5.002;12.04.2001;5.257
12.04.2001;5.169;11.04.2001;5.527;11.04.2001;4.884;11.04.2001;4.844;13.04.2001;5.008;13.04.2001;5.258
13.04.2001;5.163;12.04.2001;5.563;12.04.2001;4.945;12.04.2001;4.846;16.04.2001;5.007;16.04.2001;5.263
16.04.2001;5.254;13.04.2001;5.563;13.04.2001;4.947;13.04.2001;4.857;17.04.2001;5.036;17.04.2001;5.296
17.04.2001;5.225;16.04.2001;5.617;16.04.2001;4.947;16.04.2001;4.857;18.04.2001;5.053;18.04.2001;5.324
18.04.2001;5.146;17.04.2001;5.621;17.04.2001;4.975;17.04.2001;4.885;19.04.2001;5.127;19.04.2001;5.378
19.04.2001;5.294;18.04.2001;5.563;18.04.2001;5.054;18.04.2001;4.907;20.04.2001;5.093;20.04.2001;5.343
20.04.2001;5.288;19.04.2001;5.682;19.04.2001;5.088;19.04.2001;4.976;23.04.2001;5.059;23.04.2001;5.311
23.04.2001;5.177;20.04.2001;5.688;20.04.2001;5.066;20.04.2001;4.951;24.04.2001;5.104;24.04.2001;5.36
24.04.2001;5.209;23.04.2001;5.65;23.04.2001;5.018;23.04.2001;4.92;25.04.2001;5.094;25.04.2001;5.349
25.04.2001;5.256;24.04.2001;5.657;24.04.2001;5.019;24.04.2001;4.962;26.04.2001;5.038;26.04.2001;5.298
26.04.2001;5.192;25.04.2001;5.66;25.04.2001;5.047;25.04.2001;4.954;27.04.2001;5.113;27.04.2001;5.366
27.04.2001;5.328;26.04.2001;5.633;26.04.2001;4.997;26.04.2001;4.907;30.04.2001;5.173;30.04.2001;5.429
30.04.2001;5.338;27.04.2001;5.751;27.04.2001;5.058;27.04.2001;4.974;01.05.2001;5.172;01.05.2001;5.426
01.05.2001;5.292;30.04.2001;5.79;30.04.2001;5.118;30.04.2001;5.032;02.05.2001;5.163;02.05.2001;5.408
02.05.2001;5.288;01.05.2001;5.757;01.05.2001;5.092;01.05.2001;5.022;03.05.2001;5.144;03.05.2001;5.369
03.05.2001;5.205;02.05.2001;5.752;02.05.2001;5.057;02.05.2001;5.02;04.05.2001;5.106;04.05.2001;5.336
04.05.2001;5.205;03.05.2001;5.65;03.05.2001;5.033;03.05.2001;4.987;07.05.2001;5.104;07.05.2001;5.338
07.05.2001;5.197;04.05.2001;5.654;04.05.2001;4.995;04.05.2001;4.955;08.05.2001;5.095;08.05.2001;5.332
08.05.2001;5.245;07.05.2001;5.66;07.05.2001;4.995;07.05.2001;4.953;09.05.2001;5.083;09.05.2001;5.321
09.05.2001;5.174;08.05.2001;5.72;08.05.2001;4.987;08.05.2001;4.948;10.05.2001;5.083;10.05.2001;5.316
10.05.2001;5.295;09.05.2001;5.656;09.05.2001;4.957;09.05.2001;4.934;11.05.2001;5.171;11.05.2001;5.391
11.05.2001;5.447;10.05.2001;5.722;10.05.2001;4.985;10.05.2001;4.933;14.05.2001;5.232;14.05.2001;5.451
14.05.2001;5.42;11.05.2001;5.871;11.05.2001;5.037;11.05.2001;5.016;15.05.2001;5.24;15.05.2001;5.441
15.05.2001;5.512;14.05.2001;5.891;14.05.2001;5.1;14.05.2001;5.087;16.05.2001;5.223;16.05.2001;5.457
16.05.2001;5.445;15.05.2001;5.937;15.05.2001;5.101;15.05.2001;5.097;17.05.2001;5.213;17.05.2001;5.448
17.05.2001;5.407;16.05.2001;5.935;16.05.2001;5.026;16.05.2001;5.08;18.05.2001;5.21;18.05.2001;5.446
18.05.2001;5.405;17.05.2001;5.923;17.05.2001;5.038;17.05.2001;5.071;21.05.2001;5.212;21.05.2001;5.449
21.05.2001;5.374;18.05.2001;5.906;18.05.2001;5.116;18.05.2001;5.07;22.05.2001;5.257;22.05.2001;5.487
22.05.2001;5.41;21.05.2001;5.917;21.05.2001;5.127;21.05.2001;5.072;23.05.2001;5.289;23.05.2001;5.514
23.05.2001;5.401;22.05.2001;5.891;22.05.2001;5.132;22.05.2001;5.111;24.05.2001;5.311;24.05.2001;5.533
24.05.2001;5.491;23.05.2001;5.902;23.05.2001;5.18;23.05.2001;5.155;25.05.2001;5.333;25.05.2001;5.566
25.05.2001;5.511;24.05.2001;5.966;24.05.2001;5.2;24.05.2001;5.175;28.05.2001;5.311;28.05.2001;5.553
28.05.2001;5.494;25.05.2001;5.944;25.05.2001;5.242;25.05.2001;5.199;29.05.2001;5.272;29.05.2001;5.521
29.05.2001;5.515;28.05.2001;5.92;28.05.2001;5.239;28.05.2001;5.182;30.05.2001;5.277;30.05.2001;5.53
30.05.2001;5.509;29.05.2001;5.928;29.05.2001;5.212;29.05.2001;5.151;31.05.2001;5.295;31.05.2001;5.547
31.05.2001;5.381;30.05.2001;5.939;30.05.2001;5.214;30.05.2001;5.153;01.06.2001;5.19;01.06.2001;5.45
01.06.2001;5.364;31.05.2001;5.82;31.05.2001;5.226;31.05.2001;5.173;04.06.2001;5.186;04.06.2001;5.45
04.06.2001;5.341;01.06.2001;5.771;01.06.2001;5.138;01.06.2001;5.076;05.06.2001;5.13;05.06.2001;5.394
05.06.2001;5.269;04.06.2001;5.713;04.06.2001;5.148;04.06.2001;5.07;06.06.2001;5.164;06.06.2001;5.421
06.06.2001;5.255;05.06.2001;5.684;05.06.2001;5.088;05.06.2001;5.013;07.06.2001;5.198;07.06.2001;5.454
07.06.2001;5.324;06.06.2001;5.694;06.06.2001;5.093;06.06.2001;5.042;08.06.2001;5.202;08.06.2001;5.447
08.06.2001;5.356;07.06.2001;5.74;07.06.2001;5.136;07.06.2001;5.077;11.06.2001;5.185;11.06.2001;5.425
11.06.2001;5.284;08.06.2001;5.756;08.06.2001;5.161;08.06.2001;5.073;12.06.2001;5.205;12.06.2001;5.439
12.06.2001;5.253;11.06.2001;5.671;11.06.2001;5.133;11.06.2001;5.058;13.06.2001;5.207;13.06.2001;5.441
13.06.2001;5.263;12.06.2001;5.629;12.06.2001;5.224;12.06.2001;5.083;14.06.2001;5.14;14.06.2001;5.389
14.06.2001;5.221;13.06.2001;5.674;13.06.2001;5.242;13.06.2001;5.086;15.06.2001;5.146;15.06.2001;5.391
15.06.2001;5.232;14.06.2001;5.646;14.06.2001;5.176;14.06.2001;5.023;18.06.2001;5.121;18.06.2001;5.376
18.06.2001;5.251;15.06.2001;5.651;15.06.2001;5.165;15.06.2001;5.014;19.06.2001;5.145;19.06.2001;5.399
19.06.2001;5.236;18.06.2001;5.683;18.06.2001;5.162;18.06.2001;4.996;20.06.2001;5.117;20.06.2001;5.381
20.06.2001;5.205;19.06.2001;5.717;19.06.2001;5.177;19.06.2001;5.02;21.06.2001;5.071;21.06.2001;5.341
21.06.2001;5.172;20.06.2001;5.683;20.06.2001;5.192;20.06.2001;4.991;22.06.2001;5.062;22.06.2001;5.327
22.06.2001;5.115;21.06.2001;5.627;21.06.2001;5.224;21.06.2001;4.952;25.06.2001;5.081;25.06.2001;5.342
25.06.2001;5.13;22.06.2001;5.582;22.06.2001;5.148;22.06.2001;4.94;26.06.2001;5.111;26.06.2001;5.385
26.06.2001;5.224;25.06.2001;5.616;25.06.2001;5.119;25.06.2001;4.95;27.06.2001;5.099;27.06.2001;5.376
27.06.2001;5.235;26.06.2001;5.679;26.06.2001;5.162;26.06.2001;4.981;28.06.2001;5.156;28.06.2001;5.414
28.06.2001;5.334;27.06.2001;5.71;27.06.2001;5.152;27.06.2001;4.972;29.06.2001;5.236;29.06.2001;5.498
29.06.2001;5.412;28.06.2001;5.836;28.06.2001;5.239;28.06.2001;5.018;02.07.2001;5.22;02.07.2001;5.487
02.07.2001;5.322;29.06.2001;5.903;29.06.2001;5.289;29.06.2001;5.103;03.07.2001;5.258;03.07.2001;5.52
03.07.2001;5.38;02.07.2001;5.903;02.07.2001;5.302;02.07.2001;5.093;04.07.2001;5.252;04.07.2001;5.516
04.07.2001;5.378;03.07.2001;5.915;03.07.2001;5.313;03.07.2001;5.127;05.07.2001;5.245;05.07.2001;5.511
05.07.2001;5.391;04.07.2001;5.905;04.07.2001;5.294;04.07.2001;5.121;06.07.2001;5.206;06.07.2001;5.472
06.07.2001;5.359;05.07.2001;5.916;05.07.2001;5.289;05.07.2001;5.113;09.07.2001;5.244;09.07.2001;5.506
09.07.2001;5.327;06.07.2001;5.879;06.07.2001;5.162;06.07.2001;5.08;10.07.2001;5.227;10.07.2001;5.477
10.07.2001;5.274;09.07.2001;5.861;09.07.2001;5.204;09.07.2001;5.114;11.07.2001;5.181;11.07.2001;5.443
11.07.2001;5.289;10.07.2001;5.845;10.07.2001;5.179;10.07.2001;5.097;12.07.2001;5.189;12.07.2001;5.468
12.07.2001;5.234;11.07.2001;5.883;11.07.2001;5.094;11.07.2001;5.052;13.07.2001;5.212;13.07.2001;5.482
13.07.2001;5.217;12.07.2001;5.879;12.07.2001;5.122;12.07.2001;5.059;16.07.2001;5.181;16.07.2001;5.45
16.07.2001;5.173;13.07.2001;5.867;13.07.2001;5.154;13.07.2001;5.077;17.07.2001;5.161;17.07.2001;5.434
17.07.2001;5.204;16.07.2001;5.844;16.07.2001;5.134;16.07.2001;5.05;18.07.2001;5.133;18.07.2001;5.41
18.07.2001;5.091;17.07.2001;5.848;17.07.2001;5.133;17.07.2001;5.031;19.07.2001;5.125;19.07.2001;5.395
19.07.2001;5.106;18.07.2001;5.739;18.07.2001;5.105;18.07.2001;5.009;20.07.2001;5.083;20.07.2001;5.354
20.07.2001;5.129;19.07.2001;5.766;19.07.2001;5.131;19.07.2001;4.995;23.07.2001;5.077;23.07.2001;5.351
23.07.2001;5.104;20.07.2001;5.737;20.07.2001;5.071;20.07.2001;4.957;24.07.2001;5.072;24.07.2001;5.347
24.07.2001;5.11;23.07.2001;5.714;23.07.2001;5.067;23.07.2001;4.957;25.07.2001;5.092;25.07.2001;5.361
25.07.2001;5.182;24.07.2001;5.703;24.07.2001;5.068;24.07.2001;4.951;26.07.2001;5.075;26.07.2001;5.34
26.07.2001;5.129;25.07.2001;5.76;25.07.2001;5.084;25.07.2001;4.97;27.07.2001;5.021;27.07.2001;5.296
27.07.2001;5.098;26.07.2001;5.705;26.07.2001;5.075;26.07.2001;4.956;30.07.2001;5.022;30.07.2001;5.296
30.07.2001;5.066;27.07.2001;5.653;27.07.2001;5.046;27.07.2001;4.904;31.07.2001;4.996;31.07.2001;5.271
31.07.2001;5.054;30.07.2001;5.646;30.07.2001;5.031;30.07.2001;4.903;01.08.2001;5.025;01.08.2001;5.296
01.08.2001;5.071;31.07.2001;5.662;31.07.2001;5.01;31.07.2001;4.88;02.08.2001;5.041;02.08.2001;5.31
02.08.2001;5.151;01.08.2001;5.697;01.08.2001;5.045;01.08.2001;4.906;03.08.2001;5.023;03.08.2001;5.292
03.08.2001;5.157;02.08.2001;5.748;02.08.2001;5.085;02.08.2001;4.922;06.08.2001;5.011;06.08.2001;5.28
06.08.2001;5.153;03.08.2001;5.748;03.08.2001;5.053;03.08.2001;4.909;07.08.2001;5.017;07.08.2001;5.285
07.08.2001;5.168;06.08.2001;5.751;06.08.2001;5.016;06.08.2001;4.894;08.08.2001;5.023;08.08.2001;5.286
08.08.2001;5.05;07.08.2001;5.717;07.08.2001;4.998;07.08.2001;4.897;09.08.2001;4.954;09.08.2001;5.219
09.08.2001;5.034;08.08.2001;5.614;08.08.2001;4.939;08.08.2001;4.9;10.08.2001;4.917;10.08.2001;5.183
10.08.2001;4.98;09.08.2001;5.605;09.08.2001;4.873;09.08.2001;4.832;13.08.2001;4.91;13.08.2001;5.178
13.08.2001;4.976;10.08.2001;5.555;10.08.2001;4.843;10.08.2001;4.802;14.08.2001;4.948;14.08.2001;5.217
