USGG10YR Index;;GCAN10YR Index;;GUKG10 Index;;GDBR10 Index;;GFRN10 Index;;GBTPGR10 Index;
Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST;Date;PX_LAST
25.09.2014;2.5022;23.09.2014;2.171;23.09.2014;2.485;22.09.2014;1.01;30.09.2014;1.285;25.09.2014;2.36
26.09.2014;2.5276;24.09.2014;2.201;24.09.2014;2.481;23.09.2014;1.013;01.10.2014;1.242;26.09.2014;2.386
29.09.2014;2.4771;25.09.2014;2.145;25.09.2014;2.445;24.09.2014;1.004;02.10.2014;1.25;29.09.2014;2.404
30.09.2014;2.4888;26.09.2014;2.164;26.09.2014;2.468;25.09.2014;0.973;03.10.2014;1.265;30.09.2014;2.333
01.10.2014;2.3856;29.09.2014;2.124;29.09.2014;2.44;26.09.2014;0.972;06.10.2014;1.255;01.10.2014;2.284
02.10.2014;2.425;30.09.2014;2.146;30.09.2014;2.425;29.09.2014;0.964;07.10.2014;1.267;02.10.2014;2.325
03.10.2014;2.434;01.10.2014;2.071;01.10.2014;2.359;30.09.2014;0.947;08.10.2014;1.261;03.10.2014;2.308
06.10.2014;2.4196;02.10.2014;2.092;02.10.2014;2.325;01.10.2014;0.901;09.10.2014;1.25;06.10.2014;2.332
07.10.2014;2.3391;03.10.2014;2.094;03.10.2014;2.389;02.10.2014;0.902;10.10.2014;1.252;07.10.2014;2.345
08.10.2014;2.3213;06.10.2014;2.09;06.10.2014;2.355;03.10.2014;0.925;13.10.2014;1.266;08.10.2014;2.334
09.10.2014;2.3133;07.10.2014;2.03;07.10.2014;2.289;06.10.2014;0.906;14.10.2014;1.2;09.10.2014;2.312
10.10.2014;2.2804;08.10.2014;2.017;08.10.2014;2.264;07.10.2014;0.906;15.10.2014;1.132;10.10.2014;2.323
13.10.2014;2.2804;09.10.2014;2.027;09.10.2014;2.262;08.10.2014;0.907;16.10.2014;1.262;13.10.2014;2.333
14.10.2014;2.1973;10.10.2014;2.013;10.10.2014;2.217;09.10.2014;0.906;17.10.2014;1.298;14.10.2014;2.297
15.10.2014;2.1358;13.10.2014;2.013;13.10.2014;2.167;10.10.2014;0.887;20.10.2014;1.312;15.10.2014;2.422
16.10.2014;2.1559;14.10.2014;1.943;14.10.2014;2.127;13.10.2014;0.895;21.10.2014;1.295;16.10.2014;2.579
17.10.2014;2.1936;15.10.2014;1.919;15.10.2014;1.955;14.10.2014;0.838;22.10.2014;1.285;17.10.2014;2.497
20.10.2014;2.1909;16.10.2014;1.927;16.10.2014;2.095;15.10.2014;0.756;23.10.2014;1.3;20.10.2014;2.595
21.10.2014;2.2217;17.10.2014;1.952;17.10.2014;2.189;16.10.2014;0.82;24.10.2014;1.306;21.10.2014;2.512
22.10.2014;2.2164;20.10.2014;1.939;20.10.2014;2.15;17.10.2014;0.859;27.10.2014;1.284;22.10.2014;2.511
23.10.2014;2.2712;21.10.2014;1.966;21.10.2014;2.172;20.10.2014;0.849;28.10.2014;1.277;23.10.2014;2.503
24.10.2014;2.2685;22.10.2014;1.962;22.10.2014;2.212;21.10.2014;0.871;29.10.2014;1.28;24.10.2014;2.516
27.10.2014;2.2605;23.10.2014;2.004;23.10.2014;2.242;22.10.2014;0.871;30.10.2014;1.23;27.10.2014;2.552
28.10.2014;2.296;24.10.2014;2.013;24.10.2014;2.23;23.10.2014;0.902;31.10.2014;1.182;28.10.2014;2.536
29.10.2014;2.3174;27.10.2014;2.016;27.10.2014;2.207;24.10.2014;0.892;03.11.2014;1.212;29.10.2014;2.505
30.10.2014;2.3058;28.10.2014;2.029;28.10.2014;2.236;27.10.2014;0.868;04.11.2014;1.17;30.10.2014;2.47
31.10.2014;2.3353;29.10.2014;2.056;29.10.2014;2.256;28.10.2014;0.877;05.11.2014;1.19;31.10.2014;2.348
03.11.2014;2.3425;30.10.2014;2.047;30.10.2014;2.224;29.10.2014;0.898;06.11.2014;1.189;03.11.2014;2.414
04.11.2014;2.3335;31.10.2014;2.048;31.10.2014;2.247;30.10.2014;0.845;07.11.2014;1.184;04.11.2014;2.435
05.11.2014;2.3424;03.11.2014;2.042;03.11.2014;2.273;31.10.2014;0.841;10.11.2014;1.19;05.11.2014;2.431
06.11.2014;2.3856;04.11.2014;2.027;04.11.2014;2.228;03.11.2014;0.853;11.11.2014;1.172;06.11.2014;2.382
07.11.2014;2.2976;05.11.2014;2.05;05.11.2014;2.26;04.11.2014;0.807;12.11.2014;1.172;07.11.2014;2.376
10.11.2014;2.3604;06.11.2014;2.085;06.11.2014;2.245;05.11.2014;0.827;13.11.2014;1.164;10.11.2014;2.35
11.11.2014;2.3604;07.11.2014;2.027;07.11.2014;2.202;06.11.2014;0.828;14.11.2014;1.139;11.11.2014;2.335
12.11.2014;2.3712;10.11.2014;2.058;10.11.2014;2.205;07.11.2014;0.817;17.11.2014;1.149;12.11.2014;2.36
13.11.2014;2.3399;11.11.2014;2.058;11.11.2014;2.236;10.11.2014;0.834;18.11.2014;1.146;13.11.2014;2.377
14.11.2014;2.3204;12.11.2014;2.061;12.11.2014;2.192;11.11.2014;0.826;19.11.2014;1.196;14.11.2014;2.346
17.11.2014;2.3399;13.11.2014;2.042;13.11.2014;2.181;12.11.2014;0.81;20.11.2014;1.141;17.11.2014;2.311
18.11.2014;2.3151;14.11.2014;2.033;14.11.2014;2.116;13.11.2014;0.799;21.11.2014;1.111;18.11.2014;2.325
